binomial,TaxonID,group,family,area
Diplodactylus polyophthalmus,R02486,lizard,Diplodactylidae,18754.04592892
Diplodactylus pulcher,R02487,lizard,Diplodactylidae,1324955.38137207
Diplodactylus savagei,R02488,lizard,Diplodactylidae,137750.20233243
Diplodactylus tessellatus,R02489,lizard,Diplodactylidae,2257365.34530732
Diplodactylus vittatus,R02490,lizard,Diplodactylidae,1495058.07113038
Diplodactylus wiru,R02491,lizard,Diplodactylidae,296647.82158687
Diploderma batangensis,R00294,lizard,Agamidae,1842.40773233
Diploderma brevicauda,R00295,lizard,Agamidae,19.98232966
Diploderma brevipes,R00296,lizard,Agamidae,4305.63061735
Diploderma chapaense,R00297,lizard,Agamidae,580.89974258
Diploderma drukdaypo,R11113,lizard,Agamidae,19.98232966
Diploderma dymondi,R00299,lizard,Agamidae,72772.31725901
Diploderma fasciata,R00300,lizard,Agamidae,1056468.18690252
Diploderma flaviceps,R00301,lizard,Agamidae,1518471.39991616
Diploderma grahami,R00302,lizard,Agamidae,8324.27444337
Diploderma hamptoni,R00303,lizard,Agamidae,154.69523344
Diploderma iadinum,R10666,lizard,Agamidae,19.98232966
Diploderma laeviventre,R10667,lizard,Agamidae,9.99116483
Diploderma luei,R00305,lizard,Agamidae,1403.70609363
Diploderma makii,R00307,lizard,Agamidae,2111.60992084
Diploderma micangshanensis,R00308,lizard,Agamidae,37381.40853051
Diploderma ngoclinensis,R10668,lizard,Agamidae,9.99116483
Diploderma polygonatum,R00311,lizard,Agamidae,16063.05846942
Diploderma slowinskii,R10669,lizard,Agamidae,1562.70582151
Diploderma splendidum,R00313,lizard,Agamidae,2005456.35112848
Diploderma swinhonis,R00314,lizard,Agamidae,29432.62900887
Diploderma varcoae,R00316,lizard,Agamidae,53369.92018685
Diploderma vela,R10670,lizard,Agamidae,1690.87550345
Diploderma yulongense,R00318,lizard,Agamidae,1422.75790683
Diploderma yunnanense,R00319,lizard,Agamidae,120457.72097205
Diploderma zhaoermii,R00320,lizard,Agamidae,9.99116483
Diploglossus atitlanensis,R02602,lizard,Diploglossidae,8810.47983159
Diploglossus bilobatus,R02603,lizard,Diploglossidae,19311.73041718
Diploglossus bivittatus,R02578,lizard,Diploglossidae,57972.72190035
Diploglossus delasagra,R02604,lizard,Diploglossidae,16122.33136905
Diploglossus fasciatus,R02605,lizard,Diploglossidae,751797.81964029
Diploglossus garridoi,R02606,lizard,Diploglossidae,84.77441677
Diploglossus lessonae,R02609,lizard,Diploglossidae,323283.16755477
Diploglossus millepunctatus,R02612,lizard,Diploglossidae,7.65622437
Diploglossus monotropis,R02613,lizard,Diploglossidae,329716.79236855
Diploglossus montanus,R02594,lizard,Diploglossidae,6017.62808255
Diploglossus montisilvestris,R02614,lizard,Diploglossidae,3215.42714583
Diploglossus montisserrati,R02615,lizard,Diploglossidae,9.02409121
Diploglossus nigropunctatus,R02616,lizard,Diploglossidae,8192.45921127
Diploglossus pleii,R02618,lizard,Diploglossidae,4609.98376479
Diploglossus scansorius,R02598,lizard,Diploglossidae,3221.14345354
Diplolaemus bibronii,R05908,lizard,Leiosauridae,295292.19175132
Diplolaemus darwinii,R05909,lizard,Leiosauridae,386554.75211733
Diplolaemus leopardinus,R05910,lizard,Leiosauridae,35349.98007472
Diplolaemus sexcinctus,R05911,lizard,Leiosauridae,324437.61436177
Diplometopon zarudnyi,R08958,amphisbaenian,Trogonophiidae,973784.12570471
Diporiphora adductus,R00183,lizard,Agamidae,40212.13749872
Diporiphora albilabris,R00184,lizard,Agamidae,532685.92685825
Diporiphora ameliae,R00185,lizard,Agamidae,30187.23487692
Diporiphora amphiboluroides,R00186,lizard,Agamidae,920594.78289749
Diporiphora australis,R00188,lizard,Agamidae,935785.01023045
Diporiphora bennettii,R00189,lizard,Agamidae,406968.22914937
Diporiphora bilineata,R00190,lizard,Agamidae,2132763.03283761
Diporiphora carpentariensis,R11149,lizard,Agamidae,107287.71455531
Diporiphora convergens,R00191,lizard,Agamidae,2544.99671883
Diporiphora gracilis,R11160,lizard,Agamidae,19.98232966
Diporiphora granulifera,R11153,lizard,Agamidae,46161.72273596
Diporiphora jugularis,R11148,lizard,Agamidae,60261.18590131
Diporiphora lalliae,R00192,lizard,Agamidae,2013986.14949440
Diporiphora linga,R00193,lizard,Agamidae,65697.15750537
Diporiphora magna,R00194,lizard,Agamidae,795340.70237297
Diporiphora margaretae,R00195,lizard,Agamidae,24001.38207662
Diporiphora nobbi,R00196,lizard,Agamidae,1963099.77714697
Diporiphora pallida,R11164,lizard,Agamidae,9.99116484
Diporiphora paraconvergens,R00197,lizard,Agamidae,852650.11734112
Diporiphora perplexa,R11151,lizard,Agamidae,54772.35431119
Diporiphora phaeospinosa,R00198,lizard,Agamidae,35056.59742143
Diporiphora pindan,R00199,lizard,Agamidae,493569.41261969
Diporiphora reginae,R00200,lizard,Agamidae,352644.64382020
Diporiphora sobria,R00187,lizard,Agamidae,754514.46470077
Diporiphora superba,R00201,lizard,Agamidae,70039.71097005
Diporiphora valens,R00202,lizard,Agamidae,118633.16390483
Diporiphora vescus,R00203,lizard,Agamidae,15868.03188223
Diporiphora winneckei,R00204,lizard,Agamidae,654025.04883979
Dipsadoboa aulica,R01333,snake,Colubridae,404642.94448042
Dipsadoboa brevirostris,R01334,snake,Colubridae,648658.07115000
Dipsadoboa duchesnii,R01335,snake,Colubridae,2587698.39917546
Dipsadoboa flavida,R01336,snake,Colubridae,88152.47633874
Dipsadoboa shrevei,R01337,snake,Colubridae,1825931.25799029
Dipsadoboa underwoodi,R01338,snake,Colubridae,1392747.69533644
Dipsadoboa unicolor,R01339,snake,Colubridae,4393878.20104462
Dipsadoboa viridis,R01340,snake,Colubridae,3600950.39263661
Dipsadoboa weileri,R01341,snake,Colubridae,4727947.96956193
Dipsadoboa werneri,R01342,snake,Colubridae,3783.75687458
Dipsas albifrons,R02874,snake,Dipsadidae,441043.67324551
Dipsas alternans,R02875,snake,Dipsadidae,674680.30090749
Dipsas andiana,R02876,snake,Dipsadidae,51087.27171170
Dipsas articulata,R02877,snake,Dipsadidae,7676.97167703
Dipsas baliomelas,R02878,snake,Dipsadidae,3551.01020073
Dipsas bicolor,R02879,snake,Dipsadidae,140125.84243223
Dipsas bobridgelyi,R11558,snake,Dipsadidae,844.53261742
Dipsas brevifacies,R02880,snake,Dipsadidae,139998.07541409
Dipsas bucephala,R02881,snake,Dipsadidae,2815943.30206968
Dipsas catesbyi,R02882,snake,Dipsadidae,6319039.12053617
Dipsas chaparensis,R02883,snake,Dipsadidae,83099.62152568
Dipsas cisticeps,R10533,snake,Dipsadinae,16781.02453970
Dipsas copei,R02884,snake,Dipsadidae,19.98232966
Dipsas elegans,R02885,snake,Dipsadidae,11446.90800959
Dipsas ellipsifera,R02886,snake,Dipsadidae,3473.87743986
Dipsas gaigeae,R02887,snake,Dipsadidae,28430.69990969
Dipsas georgejetti,R11551,snake,Dipsadidae,6452.76698646
Dipsas gracilis,R02888,snake,Dipsadidae,77712.67309969
Dipsas incerta,R02889,snake,Dipsadidae,134730.98052670
Dipsas indica,R02890,snake,Dipsadidae,10466927.50000000
Dipsas jamespetersi,R03273,snake,Dipsadidae,137223.62716743
Dipsas klebbai,R11547,snake,Dipsadidae,1698.94290192
Dipsas latifrontalis,R11572,snake,Dipsadidae,9.99116483
Dipsas lavillai,R03268,snake,Dipsadidae,584143.76353994
Dipsas maxillaris,R02891,snake,Dipsadidae,5101.35762247
Dipsas mikanii,R03269,snake,Dipsadidae,3953044.94017789
Dipsas neuwiedi,R03270,snake,Dipsadidae,1412367.82348736
Dipsas nicholsi,R02893,snake,Dipsadidae,19.98232967
Dipsas oligozonata,R03271,snake,Dipsadidae,1605.77050019
Dipsas oneilli,R03272,snake,Dipsadidae,4145.90649935
Dipsas oreas,R02894,snake,Dipsadidae,24041.87948049
Dipsas oswaldobaezi,R11554,snake,Dipsadidae,3717.15375324
Dipsas pakaraima,R02895,snake,Dipsadidae,9.99116483
Dipsas palmeri,R11541,snake,Dipsadidae,6041.48069024
Dipsas pavonina,R02896,snake,Dipsadidae,5566018.59013453
Dipsas peruana,R02897,snake,Dipsadidae,364574.91445292
Dipsas praeornata,R02899,snake,Dipsadidae,1827.80391159
Dipsas pratti,R02900,snake,Dipsadidae,1940.78854031
Dipsas sanctijoannis,R02901,snake,Dipsadidae,11176.98589220
Dipsas sazimai,R02902,snake,Dipsadidae,298359.01335604
Dipsas schunkii,R02903,snake,Dipsadidae,48334.10474880
Dipsas temporalis,R02904,snake,Dipsadidae,2565.34191583
Dipsas tenuissima,R02905,snake,Dipsadidae,6261.06986645
Dipsas trinitatis,R02906,snake,Dipsadidae,402.99813735
Dipsas turgidus,R03274,snake,Dipsadidae,4795288.80689666
Dipsas vagrans,R03275,snake,Dipsadidae,19.98232966
Dipsas vagus,R03276,snake,Dipsadidae,948.03154518
Dipsas variegata,R02907,snake,Dipsadidae,8439768.83519551
Dipsas ventrimaculatus,R03277,snake,Dipsadidae,1895394.83115556
Dipsas vermiculata,R02908,snake,Dipsadidae,32033.82979274
Dipsas viguieri,R02909,snake,Dipsadidae,30928.99963576
Dipsas williamsi,R03278,snake,Dipsadidae,5637.42618576
Dipsina multimaculata,R05640,snake,Lamprophiidae,967974.67637504
Dipsosaurus catalinensis,R10534,lizard,Iguanidae,27.72830624
Dipsosaurus dorsalis,R05237,lizard,Iguanidae,457017.43974970
Dispholidus typus,R01343,snake,Colubridae,13476341.80000000
Ditaxodon taeniatus,R02910,snake,Dipsadidae,609080.85268189
Ditypophis vivax,R05641,snake,Lamprophiidae,2661.54877141
Dixonius aaronbaueri,R04191,lizard,Gekkonidae,18.16502393
Dixonius hangseesom,R04192,lizard,Gekkonidae,6426.56335831
Dixonius kaweesaki,R10535,lizard,Gekkonidae,8.53498383
Dixonius melanostictus,R04193,lizard,Gekkonidae,35818.32455200
Dixonius minhlei,R10536,lizard,Gekkonidae,592.92608050
Dixonius siamensis,R04194,lizard,Gekkonidae,788329.71943059
Dixonius taoi,R10537,lizard,Gekkonidae,19.98912957
Dixonius vietnamensis,R04195,lizard,Gekkonidae,103532.32349225
Djokoiskandarus annulata,R05148,snake,Homalopsidae,3232.32788983
Dogania subplana,R10227,turtle,Trionychidae,1568708.73953160
Dolichophis caspius,R01344,snake,Colubridae,1089974.08016892
Dolichophis cypriensis,R10538,snake,Colubridae,2050.10603193
Dolichophis jugularis,R01345,snake,Colubridae,695314.32427788
Dolichophis schmidti,R01346,snake,Colubridae,1062818.46321898
Dopasia buettikoferi,R00707,lizard,Anguidae,854.23778588
Dopasia gracilis,R00708,lizard,Anguidae,1725354.77131544
Dopasia hainanensis,R00709,lizard,Anguidae,5958.47513601
Dopasia harti,R00710,lizard,Anguidae,1636214.66602699
Dopasia ludovici,R00711,lizard,Anguidae,17120.20286794
Dopasia sokolovi,R00712,lizard,Anguidae,8994.14917850
Dopasia wegneri,R00713,lizard,Anguidae,9.99116483
Dracaena guianensis,R08923,lizard,Teiidae,3151862.93323762
Dracaena paraguayensis,R08924,lizard,Teiidae,177627.31979246
Draco abbreviatus,R00205,lizard,Agamidae,86106.01750999
Draco beccarii,R00206,lizard,Agamidae,31193.59281733
Draco biaro,R00207,lizard,Agamidae,26.30574840
Draco bimaculatus,R00208,lizard,Agamidae,62042.90397051
Draco blanfordii,R00209,lizard,Agamidae,1393349.08476272
Draco boschmai,R00210,lizard,Agamidae,45436.30174098
Draco caerulhians,R00212,lizard,Agamidae,556.36504879
Draco cornutus,R00213,lizard,Agamidae,734529.41555879
Draco cristatellus,R00214,lizard,Agamidae,128993.73438728
Draco cyanopterus,R00215,lizard,Agamidae,85923.19426899
Draco dussumieri,R00216,lizard,Agamidae,178188.90936445
Draco fimbriatus,R00217,lizard,Agamidae,378215.77814274
Draco formosus,R00218,lizard,Agamidae,99721.47128529
Draco guentheri,R00219,lizard,Agamidae,17952.80708541
Draco haematopogon,R00220,lizard,Agamidae,1810760.75773834
Draco indochinensis,R00221,lizard,Agamidae,56391.80776583
Draco iskandari,R00222,lizard,Agamidae,66.14597478
Draco jareckii,R00223,lizard,Agamidae,72.62208505
Draco lineatus,R00224,lizard,Agamidae,16010.12526925
Draco maculatus,R00225,lizard,Agamidae,2591564.59637547
Draco maximus,R00226,lizard,Agamidae,427564.10257982
Draco melanopogon,R00227,lizard,Agamidae,473930.51162437
Draco mindanensis,R00228,lizard,Agamidae,112729.12960369
Draco modiglianii,R00229,lizard,Agamidae,400.05626299
Draco norvillii,R00230,lizard,Agamidae,100329.71048456
Draco obscurus,R00231,lizard,Agamidae,248262.65034914
Draco ornatus,R00232,lizard,Agamidae,71347.13981399
Draco palawanensis,R00233,lizard,Agamidae,11489.36892635
Draco quadrasi,R00234,lizard,Agamidae,10456.67703785
Draco quinquefasciatus,R00235,lizard,Agamidae,725920.48261434
Draco reticulatus,R00236,lizard,Agamidae,23324.44422597
Draco rhytisma,R00237,lizard,Agamidae,557.46963127
Draco spilonotus,R00238,lizard,Agamidae,25739.59298790
Draco spilopterus,R00239,lizard,Agamidae,142930.72316103
Draco sumatranus,R00240,lizard,Agamidae,1021895.69677311
Draco supriatnai,R00241,lizard,Agamidae,9.99116483
Draco taeniopterus,R00242,lizard,Agamidae,402688.20619518
Draco timoriensis,R10539,lizard,Agamidae,35281.86958332
Draco volans,R00244,lizard,Agamidae,115530.91445935
Draco walkeri,R00245,lizard,Agamidae,43806.21128556
Drepanoides anomalus,R02911,snake,Dipsadidae,6235317.32672946
Dromicodryas bernieri,R05642,snake,Lamprophiidae,485515.44577386
Dromicodryas quadrilineatus,R05643,snake,Lamprophiidae,394119.34983224
Dryadosaura nordestina,R04971,lizard,Gymnophthalmidae,108269.61547993
Drymarchon caudomaculatus,R01347,snake,Colubridae,6210.56617741
Drymarchon corais,R01348,snake,Colubridae,12888604.30000000
Drymarchon couperi,R01349,snake,Colubridae,153703.79099148
Drymarchon margaritae,R01350,snake,Colubridae,952.78750005
Drymarchon melanurus,R01351,snake,Colubridae,1721183.55557114
Drymobius chloroticus,R01352,snake,Colubridae,220961.99500206
Drymobius margaritiferus,R01353,snake,Colubridae,1150574.51869129
Drymobius melanotropis,R01354,snake,Colubridae,96399.57342173
Drymobius rhombifer,R01355,snake,Colubridae,6748025.72705764
Drymoluber apurimacensis,R01356,snake,Colubridae,19.98232966
Drymoluber brazili,R01357,snake,Colubridae,3855685.75485985
Drymoluber dichrous,R01358,snake,Colubridae,8304329.54039141
Dryophiops philippina,R01365,snake,Colubridae,218076.38525148
Dryophiops rubescens,R01366,snake,Colubridae,1542109.29464123
Drysdalia coronoides,R03461,snake,Elapidae,334808.63678369
Drysdalia mastersii,R03462,snake,Elapidae,144443.51512522
Drysdalia rhodogaster,R03463,snake,Elapidae,33648.67727784
Duberria lutrix,R05644,snake,Lamprophiidae,2179542.00031789
Duberria rhodesiana,R05645,snake,Lamprophiidae,110959.66525857
Duberria shirana,R05646,snake,Lamprophiidae,283348.01290928
Duberria variegata,R05647,snake,Lamprophiidae,36747.84930843
Ebenavia boettgeri,R11206,lizard,Gekkonidae,27919.42900405
Ebenavia inunguis,R04196,lizard,Gekkonidae,2096.00916279
Ebenavia maintimainty,R04197,lizard,Gekkonidae,2613.92058821
Ebenavia robusta,R11228,lizard,Gekkonidae,1770.63047198
Ebenavia safari,R11205,lizard,Gekkonidae,13789.03133207
Ebenavia tuelinae,R11220,lizard,Gekkonidae,1667.12534762
Echinanthera amoena,R02912,snake,Dipsadidae,571756.91464233
Echinanthera cephalomaculata,R02913,snake,Dipsadidae,19.42048702
Echinanthera cephalostriata,R02914,snake,Dipsadidae,1128905.52126690
Echinanthera cyanopleura,R02915,snake,Dipsadidae,789502.07618296
Echinanthera melanostigma,R02916,snake,Dipsadidae,201922.89671618
Echinanthera undulata,R02917,snake,Dipsadidae,415882.42699712
Echinosaura apodema,R05046,lizard,Gymnophthalmidae,4116.61582575
Echinosaura brachycephala,R04972,lizard,Gymnophthalmidae,2285.24623612
Echinosaura horrida,R04973,lizard,Gymnophthalmidae,178484.48017653
Echinosaura keyi,R10541,lizard,Gymnophthalmidae,15845.27923541
Echinosaura orcesi,R04974,lizard,Gymnophthalmidae,16455.42357475
Echinosaura palmeri,R04975,lizard,Gymnophthalmidae,115188.93634450
Echinosaura panamensis,R04976,lizard,Gymnophthalmidae,20404.89691605
Echinosaura sulcarostrum,R04977,lizard,Gymnophthalmidae,13.37474651
Echiopsis curta,R03464,snake,Elapidae,305376.63919580
Echis borkini,R09685,snake,Viperidae,116339.69118303
Echis carinatus,R09686,snake,Viperidae,5460558.67757292
Echis coloratus,R09687,snake,Viperidae,1569798.42114913
Echis hughesi,R09688,snake,Viperidae,450.42197734
Echis jogeri,R09689,snake,Viperidae,315840.03029211
Echis khosatzkii,R09690,snake,Viperidae,101469.13550080
Echis leucogaster,R09691,snake,Viperidae,1762048.81630793
Echis megalocephalus,R09692,snake,Viperidae,4.31769886
Echis ocellatus,R09693,snake,Viperidae,2992220.62652876
Echis omanensis,R09694,snake,Viperidae,60516.54950715
Echis pyramidum,R09695,snake,Viperidae,2060783.61120740
Echis romani,R11640,snake,Viperidae,401407.52465031
Ecpleopus gaudichaudii,R04978,lizard,Gymnophthalmidae,117206.66840938
Egernia cunninghami,R07429,lizard,Scincidae,439014.33495172
Egernia cygnitos,R07430,lizard,Scincidae,9385.04880274
Egernia depressa,R07431,lizard,Scincidae,450583.57551933
Egernia douglasi,R07432,lizard,Scincidae,3135.17836727
Egernia eos,R07433,lizard,Scincidae,196019.76844108
Egernia epsisolus,R07434,lizard,Scincidae,12758.46441960
Egernia formosa,R07435,lizard,Scincidae,316321.22179047
Egernia hosmeri,R07436,lizard,Scincidae,215465.25645292
Egernia kingii,R07437,lizard,Scincidae,96409.98584996
Egernia mcpheei,R07438,lizard,Scincidae,74857.48426568
Egernia napoleonis,R07439,lizard,Scincidae,206542.31866229
Egernia pilbarensis,R07440,lizard,Scincidae,64636.89180644
Egernia richardi,R07441,lizard,Scincidae,235846.87386313
Egernia rugosa,R07442,lizard,Scincidae,786934.11947391
Egernia saxatilis,R07443,lizard,Scincidae,250880.28920580
Egernia stokesii,R07444,lizard,Scincidae,1248788.92994112
Egernia striolata,R07445,lizard,Scincidae,1971876.83058587
Eirenis africanus,R10542,snake,Colubridae,31026.63301620
Eirenis aurolineatus,R01368,snake,Colubridae,6156.73637771
Eirenis barani,R01369,snake,Colubridae,42312.71856044
Eirenis collaris,R01370,snake,Colubridae,409148.20122996
Eirenis coronella,R01371,snake,Colubridae,510825.38497010
Eirenis coronelloides,R01372,snake,Colubridae,178834.61038201
Eirenis decemlineatus,R01373,snake,Colubridae,101283.32229736
Eirenis eiselti,R01374,snake,Colubridae,98279.63812648
Eirenis hakkariensis,R01375,snake,Colubridae,316.02782909
Eirenis kermanensis,R01376,snake,Colubridae,9.99116483
Eirenis levantinus,R01377,snake,Colubridae,45224.02865335
Eirenis lineomaculatus,R01378,snake,Colubridae,95347.12915989
Eirenis medus,R01379,snake,Colubridae,182195.54863043
Eirenis modestus,R01380,snake,Colubridae,739512.71653578
Eirenis occidentalis,R10543,snake,Colubridae,439574.67888888
Eirenis persicus,R01381,snake,Colubridae,1981109.34212541
Eirenis punctatolineatus,R01382,snake,Colubridae,637300.35899554
Eirenis rechingeri,R01383,snake,Colubridae,9.99116483
Eirenis rothii,R01384,snake,Colubridae,115667.00910093
Eirenis thospitis,R01385,snake,Colubridae,7569.97943363
Elaphe anomala,R01387,snake,Colubridae,1485485.52208154
Elaphe bimaculata,R01388,snake,Colubridae,1797605.00734126
Elaphe cantoris,R10544,snake,Colubridae,267578.56490565
Elaphe carinata,R01389,snake,Colubridae,2665536.45053117
Elaphe climacophora,R01390,snake,Colubridae,370069.96747632
Elaphe davidi,R01391,snake,Colubridae,987097.49929422
Elaphe dione,R01392,snake,Colubridae,14364209.30000000
Elaphe hodgsoni,R10545,snake,Colubridae,592664.00866392
Elaphe moellendorffi,R10546,snake,Colubridae,324804.00444756
Elaphe quadrivirgata,R01393,snake,Colubridae,370053.78353070
Elaphe quatuorlineata,R01394,snake,Colubridae,300955.18153453
Elaphe sauromates,R01395,snake,Colubridae,1679299.29004573
Elaphe schrenckii,R01396,snake,Colubridae,2108875.83375883
Elaphe taeniura,R10547,snake,Colubridae,5996408.19637545
Elaphe urartica,R11482,snake,Colubridae,785653.98581618
Elaphe zoigeensis,R01397,snake,Colubridae,9.99116483
Elapognathus coronatus,R03465,snake,Elapidae,77396.51014944
Elapognathus minor,R03466,snake,Elapidae,11746.86486471
Elapoidis fusca,R01398,snake,Colubridae,1313198.15923657
Elapoidis sumatrana,R11503,snake,Colubridae,83874.03950278
Elapomorphus quinquelineatus,R02918,snake,Dipsadidae,472266.71500552
Elapomorphus wuchereri,R02920,snake,Dipsadidae,134597.74431125
Elapotinus picteti,R05648,snake,Lamprophiidae,51392.37713496
Elapsoidea boulengeri,R03467,snake,Elapidae,1958910.47403998
Elapsoidea broadleyi,R03468,snake,Elapidae,19866.75596350
Elapsoidea chelazziorum,R03469,snake,Elapidae,18787.58229977
Elapsoidea guentherii,R03470,snake,Elapidae,1848636.53286866
Elapsoidea laticincta,R03471,snake,Elapidae,901971.62423760
Elapsoidea loveridgei,R03472,snake,Elapidae,713949.56645606
Elapsoidea nigra,R03473,snake,Elapidae,17808.67287044
Elapsoidea semiannulata,R03474,snake,Elapidae,4349404.92485976
Elapsoidea sundevallii,R03475,snake,Elapidae,1432477.41084574
Elapsoidea trapei,R03476,snake,Elapidae,24534.00249596
Elasmodactylus tetensis,R04198,lizard,Gekkonidae,86754.80057974
Elasmodactylus tuberculosus,R04199,lizard,Gekkonidae,862525.41884780
Elgaria cedrosensis,R00714,lizard,Anguidae,1950.35432995
Elgaria coerulea,R00715,lizard,Anguidae,551406.06029973
Elgaria kingii,R00716,lizard,Anguidae,305396.07696623
