binomial,TaxonID,group,family,area
Plestiodon dugesii,R08131,lizard,Scincidae,19119.00260823
Plestiodon egregius,R08132,lizard,Scincidae,251532.87870177
Plestiodon elegans,R08133,lizard,Scincidae,2780839.86399299
Plestiodon fasciatus,R08134,lizard,Scincidae,2540297.66614039
Plestiodon finitimus,R08135,lizard,Scincidae,254068.57703498
Plestiodon gilberti,R08136,lizard,Scincidae,217185.18466859
Plestiodon indubitus,R08137,lizard,Scincidae,16290.14823785
Plestiodon inexpectatus,R08138,lizard,Scincidae,862869.63653818
Plestiodon japonicus,R08139,lizard,Scincidae,106244.65859932
Plestiodon kishinouyei,R08140,lizard,Scincidae,796.55427497
Plestiodon kuchinoshimensis,R08141,lizard,Scincidae,14.00204303
Plestiodon lagunensis,R08142,lizard,Scincidae,10334.50627387
Plestiodon laticeps,R08143,lizard,Scincidae,1777565.65546713
Plestiodon latiscutatus,R08144,lizard,Scincidae,2989.84020206
Plestiodon leucostictus,R10867,lizard,Scincidae,2732.76957990
Plestiodon liui,R08145,lizard,Scincidae,271324.89502079
Plestiodon longirostris,R08146,lizard,Scincidae,63.19691580
Plestiodon lotus,R11068,lizard,Scincidae,4160.17222152
Plestiodon lynxe,R08147,lizard,Scincidae,252371.77476214
Plestiodon marginatus,R08148,lizard,Scincidae,2713.03189993
Plestiodon multilineatus,R08149,lizard,Scincidae,4720.14006793
Plestiodon multivirgatus,R08150,lizard,Scincidae,609662.52231450
Plestiodon nietoi,R08151,lizard,Scincidae,256.60668477
Plestiodon obsoletus,R08152,lizard,Scincidae,1800504.74318191
Plestiodon ochoterenae,R08153,lizard,Scincidae,7593.23534481
Plestiodon oshimensis,R08154,lizard,Scincidae,1182.26033933
Plestiodon parviauriculatus,R08155,lizard,Scincidae,95490.99866831
Plestiodon parvulus,R08156,lizard,Scincidae,6159.61130612
Plestiodon popei,R08157,lizard,Scincidae,9.99116483
Plestiodon quadrilineatus,R08158,lizard,Scincidae,412588.17424306
Plestiodon reynoldsi,R08159,lizard,Scincidae,8146.15956914
Plestiodon septentrionalis,R08160,lizard,Scincidae,1855693.92597054
Plestiodon skiltonianus,R08161,lizard,Scincidae,1164304.15665874
Plestiodon stimpsonii,R08162,lizard,Scincidae,554.75661784
Plestiodon sumichrasti,R08163,lizard,Scincidae,135354.55772759
Plestiodon takarai,R10868,lizard,Scincidae,5.14103842
Plestiodon tamdaoensis,R08164,lizard,Scincidae,42702.67874574
Plestiodon tetragrammus,R08165,lizard,Scincidae,584848.00204892
Plestiodon tunganus,R08166,lizard,Scincidae,20350.26220464
Pletholax gracilis,R06945,lizard,Pygopodidae,40485.46768561
Plica caribeana,R09018,lizard,Tropiduridae,3469.95064980
Plica kathleenae,R09019,lizard,Tropiduridae,9.99116483
Plica lumaria,R09020,lizard,Tropiduridae,9.99116483
Plica medemi,R09021,lizard,Tropiduridae,19.98232966
Plica pansticta,R09022,lizard,Tropiduridae,48.71614684
Plica plica,R09023,lizard,Tropiduridae,6864397.79206502
Plica rayi,R09024,lizard,Tropiduridae,2188.29147108
Plica umbra,R09025,lizard,Tropiduridae,5802933.39518856
Pliocercus elapoides,R01718,snake,Colubridae,486512.43969050
Pliocercus euryzonus,R01719,snake,Colubridae,570357.63455673
Podarcis bocagei,R05496,lizard,Lacertidae,59241.68788181
Podarcis carbonelli,R05497,lizard,Lacertidae,15441.85707538
Podarcis cretensis,R05498,lizard,Lacertidae,6298.08125685
Podarcis erhardii,R05499,lizard,Lacertidae,153937.12604911
Podarcis filfolensis,R05500,lizard,Lacertidae,338.32719507
Podarcis gaigeae,R05501,lizard,Lacertidae,227.04992869
Podarcis guadarramae,R05502,lizard,Lacertidae,138692.99052999
Podarcis hispanicus,R05503,lizard,Lacertidae,62282.81975919
Podarcis levendis,R05504,lizard,Lacertidae,0.62500512
Podarcis lilfordi,R05505,lizard,Lacertidae,4346.49498735
Podarcis liolepis,R05506,lizard,Lacertidae,201579.67638720
Podarcis melisellensis,R05507,lizard,Lacertidae,31609.91616871
Podarcis milensis,R05508,lizard,Lacertidae,242.85967503
Podarcis muralis,R05509,lizard,Lacertidae,1837144.88214362
Podarcis peloponnesiacus,R05510,lizard,Lacertidae,21531.40104416
Podarcis pityusensis,R05511,lizard,Lacertidae,660.62645934
Podarcis raffonei,R10869,lizard,Lacertidae,71.51165832
Podarcis siculus,R05513,lizard,Lacertidae,276516.91685476
Podarcis tauricus,R05514,lizard,Lacertidae,543679.44938631
Podarcis tiliguerta,R05515,lizard,Lacertidae,32891.79315261
Podarcis vaucheri,R05516,lizard,Lacertidae,390658.76487105
Podarcis virescens,R05517,lizard,Lacertidae,175275.54182335
Podarcis waglerianus,R05518,lizard,Lacertidae,23913.30883082
Podocnemis erythrocephala,R10150,turtle,Podocnemididae,599681.59558664
Podocnemis expansa,R10151,turtle,Podocnemididae,6372209.42392800
Podocnemis lewyana,R10152,turtle,Podocnemididae,152920.66946239
Podocnemis sextuberculata,R10153,turtle,Podocnemididae,1249919.61375852
Podocnemis unifilis,R10154,turtle,Podocnemididae,7015007.85018264
Podocnemis vogli,R10155,turtle,Podocnemididae,597442.81882143
Poecilopholis cameronensis,R01721,snake,Colubridae,19.98232966
Pogona barbata,R00396,lizard,Agamidae,1641675.58898866
Pogona henrylawsoni,R00397,lizard,Agamidae,167036.81498781
Pogona microlepidota,R00398,lizard,Agamidae,38139.59181324
Pogona minor,R00400,lizard,Agamidae,3027726.44333628
Pogona mitchelli,R00401,lizard,Agamidae,35154.41852341
Pogona nullarbor,R00402,lizard,Agamidae,131692.66842989
Pogona vitticeps,R00403,lizard,Agamidae,2469210.85550849
Polemon acanthias,R05773,snake,Lamprophiidae,388976.88281040
Polemon ater,R11602,snake,Lamprophiidae,19.98232966
Polemon barthii,R05774,snake,Lamprophiidae,214566.24090577
Polemon bocourti,R05775,snake,Lamprophiidae,2010747.05796912
Polemon christyi,R05776,snake,Lamprophiidae,706214.83397520
Polemon collaris,R05777,snake,Lamprophiidae,3220907.09131744
Polemon fulvicollis,R05778,snake,Lamprophiidae,1860589.19231907
Polemon gabonensis,R05779,snake,Lamprophiidae,2128747.57221752
Polemon gracilis,R05780,snake,Lamprophiidae,184244.38843455
Polemon graueri,R11600,snake,Lamprophiidae,26166.94132920
Polemon griseiceps,R05781,snake,Lamprophiidae,392004.00337742
Polemon neuwiedi,R05782,snake,Lamprophiidae,310907.44999873
Polemon notatus,R05783,snake,Lamprophiidae,693744.60649240
Polemon robustus,R05784,snake,Lamprophiidae,367086.71812984
Polychrus acutirostris,R06887,lizard,Polychrotidae,6733868.92461686
Polychrus auduboni,R10870,lizard,Polychrotidae,20833.29074564
Polychrus femoralis,R06888,lizard,Polychrotidae,56599.81778650
Polychrus gutturosus,R06889,lizard,Polychrotidae,422163.76276238
Polychrus jacquelinae,R06890,lizard,Polychrotidae,211.53755856
Polychrus liogaster,R06891,lizard,Polychrotidae,963490.41157430
Polychrus marmoratus,R06892,lizard,Polychrotidae,8528409.59786712
Polychrus peruvianus,R06893,lizard,Polychrotidae,63098.71770081
Poromera fordii,R05519,lizard,Lacertidae,648388.67396139
Porthidium arcosae,R09739,snake,Viperidae,7542.01948333
Porthidium dunni,R09740,snake,Viperidae,29255.21889765
Porthidium hespere,R09741,snake,Viperidae,20379.06682913
Porthidium lansbergii,R09742,snake,Viperidae,352449.15772743
Porthidium nasutum,R09743,snake,Viperidae,402767.39848779
Porthidium ophryomegas,R09744,snake,Viperidae,149136.02285825
Porthidium porrasi,R09745,snake,Viperidae,345.51133716
Porthidium volcanicum,R09746,snake,Viperidae,474.57225132
Porthidium yucatanicum,R09747,snake,Viperidae,66823.46997490
Potamites ecpleopus,R05048,lizard,Gymnophthalmidae,2258867.77736741
Potamites erythrocularis,R05049,lizard,Gymnophthalmidae,402.83076556
Potamites juruazensis,R05051,lizard,Gymnophthalmidae,47076.45247352
Potamites montanicola,R05052,lizard,Gymnophthalmidae,19.98232966
Potamites ocellatus,R05053,lizard,Gymnophthalmidae,9.99116483
Potamites strangulatus,R05054,lizard,Gymnophthalmidae,11657.85544867
Prasinohaema flavipes,R08167,lizard,Scincidae,49779.08295169
Prasinohaema prehensicauda,R08169,lizard,Scincidae,56465.05122311
Prasinohaema semoni,R08170,lizard,Scincidae,66691.23091283
Prasinohaema virens,R08171,lizard,Scincidae,103575.94891149
Pristidactylus achalensis,R05926,lizard,Leiosauridae,1357.22738780
Pristidactylus alvaroi,R05927,lizard,Leiosauridae,201.16740912
Pristidactylus araucanus,R05928,lizard,Leiosauridae,94502.42524333
Pristidactylus casuhatiensis,R05929,lizard,Leiosauridae,1203.32732035
Pristidactylus fasciatus,R05930,lizard,Leiosauridae,127353.95276004
Pristidactylus nigroiugulus,R05931,lizard,Leiosauridae,121547.76222981
Pristidactylus scapulatus,R05932,lizard,Leiosauridae,102256.42804124
Pristidactylus torquatus,R05933,lizard,Leiosauridae,111288.76733272
Pristidactylus valeriae,R05934,lizard,Leiosauridae,1075.33078866
Pristidactylus volcanensis,R05935,lizard,Leiosauridae,745.92963615
Pristurus abdelkuri,R08656,lizard,Sphaerodactylidae,1987.74863944
Pristurus adrarensis,R08657,lizard,Sphaerodactylidae,1756.05405834
Pristurus carteri,R08658,lizard,Sphaerodactylidae,217842.19678302
Pristurus celerrimus,R08659,lizard,Sphaerodactylidae,26381.10407371
Pristurus collaris,R08660,lizard,Sphaerodactylidae,77455.69488662
Pristurus crucifer,R08661,lizard,Sphaerodactylidae,774631.61707759
Pristurus flavipunctatus,R08662,lizard,Sphaerodactylidae,2016999.44361005
Pristurus gallagheri,R08663,lizard,Sphaerodactylidae,6567.87592785
Pristurus guichardi,R08664,lizard,Sphaerodactylidae,347.60125294
Pristurus insignis,R08665,lizard,Sphaerodactylidae,2940.82575051
Pristurus insignoides,R08666,lizard,Sphaerodactylidae,66.73461392
Pristurus longipes,R08667,lizard,Sphaerodactylidae,6.71706141
Pristurus masirahensis,R11458,lizard,Sphaerodactylidae,424.37084925
Pristurus mazbah,R08668,lizard,Sphaerodactylidae,19.98232966
Pristurus minimus,R08669,lizard,Sphaerodactylidae,703872.97548954
Pristurus obsti,R08670,lizard,Sphaerodactylidae,1033.69937865
Pristurus ornithocephalus,R08671,lizard,Sphaerodactylidae,55646.25698266
Pristurus phillipsii,R08672,lizard,Sphaerodactylidae,80172.12409884
Pristurus popovi,R08673,lizard,Sphaerodactylidae,28559.57130037
Pristurus rupestris,R08674,lizard,Sphaerodactylidae,884259.93700259
Pristurus saada,R08675,lizard,Sphaerodactylidae,27459.20872561
Pristurus samhaensis,R08676,lizard,Sphaerodactylidae,49.46186536
Pristurus schneideri,R08677,lizard,Sphaerodactylidae,66.78913873
Pristurus simonettai,R08678,lizard,Sphaerodactylidae,74.51397236
Pristurus sokotranus,R08679,lizard,Sphaerodactylidae,3551.62902309
Pristurus somalicus,R08680,lizard,Sphaerodactylidae,3639.52612341
Proablepharus reginae,R08175,lizard,Scincidae,2311039.43833903
Proablepharus tenuis,R08176,lizard,Scincidae,1533991.09802644
Proatheris superciliaris,R09748,snake,Viperidae,66308.35434954
Procellosaurinus erythrocercus,R05055,lizard,Gymnophthalmidae,42476.58473603
Procellosaurinus tetradactylus,R05056,lizard,Gymnophthalmidae,551.72614151
Proctoporus bolivianus,R05057,lizard,Gymnophthalmidae,11067.43800428
Proctoporus carabaya,R05058,lizard,Gymnophthalmidae,19.98232971
Proctoporus cephalolineatus,R05059,lizard,Gymnophthalmidae,9.99116483
Proctoporus chasqui,R05060,lizard,Gymnophthalmidae,21014.60374075
Proctoporus guentheri,R05061,lizard,Gymnophthalmidae,188764.04356464
Proctoporus iridescens,R05062,lizard,Gymnophthalmidae,1195.82229782
Proctoporus kiziriani,R05063,lizard,Gymnophthalmidae,200.52395954
Proctoporus lacertus,R05064,lizard,Gymnophthalmidae,2132.83638515
Proctoporus laudahnae,R10871,lizard,Gymnophthalmidae,19.98232966
Proctoporus machupicchu,R05065,lizard,Gymnophthalmidae,19.98232966
Proctoporus oreades,R10872,lizard,Gymnophthalmidae,9.99116483
Proctoporus pachyurus,R05066,lizard,Gymnophthalmidae,2292.64710254
Proctoporus rahmi,R10873,lizard,Gymnophthalmidae,875.77092269
Proctoporus spinalis,R10874,lizard,Gymnophthalmidae,1202.70747793
Proctoporus sucullucu,R05067,lizard,Gymnophthalmidae,30309.58706752
Proctoporus unsaacae,R05068,lizard,Gymnophthalmidae,11651.60093095
Proctoporus xestus,R05069,lizard,Gymnophthalmidae,364953.58934319
Proscelotes aenea,R08177,lizard,Scincidae,9.99116483
Proscelotes arnoldi,R08178,lizard,Scincidae,49594.74374095
Proscelotes eggeli,R08179,lizard,Scincidae,5991.47716832
Prosymna ambigua,R05785,snake,Lamprophiidae,4561740.78193017
Prosymna angolensis,R05786,snake,Lamprophiidae,1075770.68418691
Prosymna bivittata,R05787,snake,Lamprophiidae,1067720.84297190
Prosymna frontalis,R05788,snake,Lamprophiidae,655456.63367984
Prosymna greigerti,R05789,snake,Lamprophiidae,3852457.29615906
Prosymna janii,R05790,snake,Lamprophiidae,118035.19281615
Prosymna lineata,R05791,snake,Lamprophiidae,558070.47734350
Prosymna meleagris,R05792,snake,Lamprophiidae,697749.11893165
Prosymna ornatissima,R05793,snake,Lamprophiidae,9.99116483
Prosymna pitmani,R05794,snake,Lamprophiidae,35952.58463380
Prosymna ruspolii,R05795,snake,Lamprophiidae,17987.74574571
Prosymna semifasciata,R05796,snake,Lamprophiidae,19.98232966
Prosymna somalica,R05797,snake,Lamprophiidae,1952.57449778
Prosymna stuhlmanni,R05798,snake,Lamprophiidae,1498265.22941194
Prosymna sundevalli,R05799,snake,Lamprophiidae,489197.92575597
Prosymna visseri,R05800,snake,Lamprophiidae,132091.00563765
Protobothrops cornutus,R09749,snake,Viperidae,220298.47745578
Protobothrops dabieshanensis,R09750,snake,Viperidae,19.98232966
Protobothrops elegans,R09751,snake,Viperidae,526.75987353
Protobothrops flavoviridis,R09752,snake,Viperidae,2410.13519569
Protobothrops himalayanus,R09753,snake,Viperidae,11820.19556049
Protobothrops jerdonii,R09754,snake,Viperidae,2906977.50584906
Protobothrops kaulbacki,R09755,snake,Viperidae,118070.45626068
Protobothrops mangshanensis,R09756,snake,Viperidae,9.99116483
Protobothrops maolanensis,R09757,snake,Viperidae,19.98232966
Protobothrops mucrosquamatus,R09758,snake,Viperidae,3662301.31694222
Protobothrops sieversorum,R09759,snake,Viperidae,46325.15280223
Protobothrops tokarensis,R09760,snake,Viperidae,58.71080810
Protobothrops trungkhanhensis,R09761,snake,Viperidae,9.99116483
Protobothrops xiangchengensis,R09762,snake,Viperidae,339159.39519501
Psammobates geometricus,R10205,turtle,Testudinidae,16703.28987631
Psammobates oculiferus,R10875,turtle,Testudinidae,1328670.43921667
Psammobates tentorius,R10207,turtle,Testudinidae,704142.14892505
Psammodromus algirus,R05520,lizard,Lacertidae,1118279.84336706
Psammodromus blanci,R05521,lizard,Lacertidae,155386.16616774
Psammodromus edwarsianus,R10876,lizard,Lacertidae,170446.43753200
Psammodromus hispanicus,R05522,lizard,Lacertidae,149034.84243404
Psammodromus microdactylus,R05523,lizard,Lacertidae,10289.21041253
Psammodromus occidentalis,R05524,lizard,Lacertidae,193642.52042978
Psammodynastes pictus,R05801,snake,Lamprophiidae,1403688.29963176
Psammodynastes pulverulentus,R05802,snake,Lamprophiidae,5569045.88769571
Psammophilus blanfordanus,R00404,lizard,Agamidae,889833.59466965
Psammophilus dorsalis,R00405,lizard,Agamidae,369527.29192260
Psammophis aegyptius,R05803,snake,Lamprophiidae,2030135.65947572
Psammophis afroccidentalis,R11599,snake,Lamprophiidae,187091.48070053
Psammophis angolensis,R05804,snake,Lamprophiidae,6541323.92932145
Psammophis ansorgii,R05805,snake,Lamprophiidae,14444.69657429
Psammophis biseriatus,R05806,snake,Lamprophiidae,526176.38465527
Psammophis brevirostris,R05807,snake,Lamprophiidae,476707.08117561
Psammophis condanarus,R05808,snake,Lamprophiidae,1349464.91801600
Psammophis crucifer,R05809,snake,Lamprophiidae,871744.20892736
Psammophis elegans,R05810,snake,Lamprophiidae,3827366.66587036
Psammophis indochinensis,R05811,snake,Lamprophiidae,629235.06413945
Psammophis jallae,R05812,snake,Lamprophiidae,1408783.31892269
Psammophis leightoni,R05813,snake,Lamprophiidae,62745.89262108
Psammophis leithii,R05814,snake,Lamprophiidae,1339800.07099361
Psammophis leopardinus,R05815,snake,Lamprophiidae,411439.15761471
Psammophis lineatus,R05816,snake,Lamprophiidae,6241196.65650970
Psammophis lineolatus,R05817,snake,Lamprophiidae,5872626.16394075
Psammophis longifrons,R05818,snake,Lamprophiidae,172870.82958501
Psammophis mossambicus,R05819,snake,Lamprophiidae,4569385.70819170
Psammophis namibensis,R05820,snake,Lamprophiidae,415750.79542436
Psammophis notostictus,R05821,snake,Lamprophiidae,1214488.23659168
Psammophis occidentalis,R05822,snake,Lamprophiidae,2712695.81118969
Psammophis orientalis,R05823,snake,Lamprophiidae,1159097.34387700
Psammophis phillipsii,R10877,snake,Lamprophiidae,2644011.91165830
Psammophis praeornatus,R05825,snake,Lamprophiidae,3477425.40931937
Psammophis pulcher,R05826,snake,Lamprophiidae,94122.12698060
Psammophis punctulatus,R05827,snake,Lamprophiidae,1062483.25777009
Psammophis rukwae,R05828,snake,Lamprophiidae,6329676.94104532
Psammophis schokari,R05829,snake,Lamprophiidae,17834371.80000000
Psammophis sibilans,R05830,snake,Lamprophiidae,7858600.74560603
Psammophis subtaeniatus,R05831,snake,Lamprophiidae,1978700.67642912
Psammophis sudanensis,R05832,snake,Lamprophiidae,2805962.03391417
Psammophis tanganicus,R05833,snake,Lamprophiidae,704108.33987021
Psammophis trigrammus,R05834,snake,Lamprophiidae,464185.70936044
Psammophis trinasalis,R05835,snake,Lamprophiidae,1489518.45157702
Psammophis zambiensis,R05836,snake,Lamprophiidae,556797.05291199
Psammophylax acutus,R05837,snake,Lamprophiidae,2197233.36079476
Psammophylax multisquamis,R05838,snake,Lamprophiidae,579833.51259034
Psammophylax rhombeatus,R05839,snake,Lamprophiidae,763099.59607491
Psammophylax togoensis,R05840,snake,Lamprophiidae,394625.82056165
Psammophylax tritaeniatus,R05841,snake,Lamprophiidae,3899280.38913505
Psammophylax variabilis,R05842,snake,Lamprophiidae,1102715.42123457
Pseudalsophis biserialis,R03185,snake,Dipsadidae,590.96618641
Pseudalsophis darwini,R11559,snake,Dipsadidae,4732.13475671
Pseudalsophis dorsalis,R03186,snake,Dipsadidae,1036.46436434
Pseudalsophis elegans,R03187,snake,Dipsadidae,202638.37020747
Pseudalsophis hephaestus,R11556,snake,Dipsadidae,584.98445535
Pseudalsophis hoodensis,R03188,snake,Dipsadidae,66.51718727
Pseudalsophis occidentalis,R10878,snake,Dipsadidae,2998.81676339
Pseudalsophis slevini,R03189,snake,Dipsadidae,27.77718059
Pseudalsophis steindachneri,R03190,snake,Dipsadidae,1013.28400680
Pseudalsophis thomasi,R11544,snake,Dipsadidae,584.98445521
Pseudaspis cana,R05843,snake,Lamprophiidae,5322951.28496384
Pseudechis australis,R03675,snake,Elapidae,6376271.46111416
Pseudechis butleri,R03676,snake,Elapidae,249183.20474976
Pseudechis colletti,R03677,snake,Elapidae,154589.63907061
Pseudechis guttatus,R03678,snake,Elapidae,368396.52075450
Pseudechis pailsei,R03679,snake,Elapidae,748905.32166001
Pseudechis papuanus,R03680,snake,Elapidae,60462.25804819
Pseudechis porphyriacus,R03681,snake,Elapidae,952862.56406478
Pseudechis rossignolii,R03682,snake,Elapidae,1231.06603008
Pseudechis weigeli,R03683,snake,Elapidae,737427.04900134
Pseudelaphe flavirufa,R01722,snake,Colubridae,456469.82518947
Pseudelaphe phaescens,R10879,snake,Colubridae,62899.70171630
Pseudemoia baudini,R08180,lizard,Scincidae,89650.78031175
Pseudemoia cryodroma,R08181,lizard,Scincidae,22939.65979142
Pseudemoia entrecasteauxii,R08182,lizard,Scincidae,583234.31213980
Pseudemoia pagenstecheri,R08183,lizard,Scincidae,250687.03056840
Pseudemoia rawlinsoni,R08184,lizard,Scincidae,144656.62755927
Pseudemoia spenceri,R08185,lizard,Scincidae,191793.54515095
Pseudemydura umbrina,R09966,turtle,Chelidae,437.21556599
Pseudemys alabamensis,R10006,turtle,Emydidae,8077.91675478
Pseudemys concinna,R10007,turtle,Emydidae,1606779.43272876
Pseudemys gorzugi,R10009,turtle,Emydidae,121173.66443862
Pseudemys nelsoni,R10010,turtle,Emydidae,126588.23936036
Pseudemys peninsularis,R10011,turtle,Emydidae,95817.34558269
Pseudemys rubriventris,R10012,turtle,Emydidae,130644.90000737
Pseudemys texana,R10013,turtle,Emydidae,203308.42576825
Pseuderemias brenneri,R05525,lizard,Lacertidae,496937.02364543
Pseuderemias erythrosticta,R05526,lizard,Lacertidae,1625.04706477
Pseuderemias mucronata,R05527,lizard,Lacertidae,368273.24889102
Pseuderemias savagei,R05528,lizard,Lacertidae,25.67547758
Pseuderemias septemstriata,R05529,lizard,Lacertidae,4670.76910715
Pseuderemias smithii,R05530,lizard,Lacertidae,77280.39491171
Pseuderemias striatus,R05531,lizard,Lacertidae,1107886.77783008
Pseudoacontias angelorum,R08186,lizard,Scincidae,953.96790037
Pseudoacontias menamainty,R08188,lizard,Scincidae,9.99116483
Pseudoacontias unicolor,R08189,lizard,Scincidae,6.76337150
Pseudoboa coronata,R03191,snake,Dipsadidae,8236698.83908308
Pseudoboa haasi,R03192,snake,Dipsadidae,424539.88344383
Pseudoboa martinsi,R03193,snake,Dipsadidae,1104409.16850631
Pseudoboa neuwiedii,R03194,snake,Dipsadidae,4919787.96914855
Pseudoboa nigra,R03195,snake,Dipsadidae,6291364.36821427
Pseudoboa serrana,R03196,snake,Dipsadidae,103284.86553545
Pseudoboodon boehmei,R05844,snake,Lamprophiidae,12616.16744190
Pseudoboodon gascae,R05845,snake,Lamprophiidae,2836.60185046
Pseudoboodon lemniscatus,R05846,snake,Lamprophiidae,256111.27800725
Pseudoboodon sandfordorum,R05847,snake,Lamprophiidae,9.99116483
Pseudocalotes andamanensis,R00406,lizard,Agamidae,1392.27330591
Pseudocalotes austeniana,R00407,lizard,Agamidae,2580.75445301
Pseudocalotes baliomus,R10880,lizard,Agamidae,9.99116483
Pseudocalotes bapoensis,R11159,lizard,Agamidae,81.07292756
Pseudocalotes brevipes,R00408,lizard,Agamidae,216286.10961275
Pseudocalotes cybelidermus,R00409,lizard,Agamidae,267.99428768
Pseudocalotes dringi,R00410,lizard,Agamidae,1222.74456615
Pseudocalotes drogon,R10881,lizard,Agamidae,9.99116483
Pseudocalotes flavigula,R00411,lizard,Agamidae,9.99116483
Pseudocalotes floweri,R00412,lizard,Agamidae,115273.82091939
Pseudocalotes guttalineatus,R00413,lizard,Agamidae,255.92681094
Pseudocalotes kakhienensis,R00414,lizard,Agamidae,123991.68156362
Pseudocalotes khaonanensis,R00415,lizard,Agamidae,1525.82873770
Pseudocalotes kingdonwardi,R00416,lizard,Agamidae,13025.20480673
Pseudocalotes larutensis,R00417,lizard,Agamidae,9.99116483
Pseudocalotes microlepis,R00418,lizard,Agamidae,1036685.22481938
Pseudocalotes poilani,R00419,lizard,Agamidae,201.74589824
Pseudocalotes rhaegal,R10882,lizard,Agamidae,9.99116483
Pseudocalotes rhammanotus,R00420,lizard,Agamidae,9.99116483
Pseudocalotes saravacensis,R00421,lizard,Agamidae,9.99116483
Pseudocalotes tympanistriga,R00422,lizard,Agamidae,5078.06816940
Pseudocalotes viserion,R10883,lizard,Agamidae,12.14215477
Pseudocalotes ziegleri,R00423,lizard,Agamidae,19.98232966
Pseudoceramodactylus khobarensis,R04745,lizard,Gekkonidae,99928.85751906
Pseudocerastes fieldi,R09763,snake,Viperidae,532490.35950324
Pseudocerastes persicus,R09764,snake,Viperidae,1651363.10740976
Pseudocerastes urarachnoides,R09765,snake,Viperidae,36751.68592694
Pseudocophotis kontumensis,R00424,lizard,Agamidae,14.20376127
Pseudocophotis sumatrana,R00425,lizard,Agamidae,555825.50520029
Pseudocordylus langi,R01969,lizard,Cordylidae,30620.07880248
Pseudocordylus melanotus,R01970,lizard,Cordylidae,165377.84385505
Pseudocordylus microlepidotus,R01971,lizard,Cordylidae,216587.62319534
Pseudocordylus spinosus,R01972,lizard,Cordylidae,15081.11088914
Pseudocordylus subviridis,R01973,lizard,Cordylidae,80633.87120438
Pseudocordylus transvaalensis,R01974,lizard,Cordylidae,25030.73886725
Pseudoeryx plicatilis,R03197,snake,Dipsadidae,9712530.01961485
Pseudoeryx relictualis,R03198,snake,Dipsadidae,718.39926483
Pseudoferania polylepis,R05181,snake,Homalopsidae,620055.00062951
Pseudoficimia frontalis,R01723,snake,Colubridae,273065.19229665
Pseudogekko atiorum,R10884,lizard,Gekkonidae,12622.12847467
Pseudogekko brevipes,R04746,lizard,Gekkonidae,29759.08702334
Pseudogekko chavacano,R04747,lizard,Gekkonidae,852.99478266
Pseudogekko compresicorpus,R04748,lizard,Gekkonidae,86088.17124344
Pseudogekko ditoy,R04749,lizard,Gekkonidae,2837.04588568
Pseudogekko isapa,R10885,lizard,Gekkonidae,19.98232966
Pseudogekko pungkaypinit,R04750,lizard,Gekkonidae,1143.70504359
Pseudogekko smaragdinus,R04751,lizard,Gekkonidae,920.81414049
Pseudogekko sumiklab,R10886,lizard,Gekkonidae,19.98232966
Pseudogonatodes barbouri,R08681,lizard,Sphaerodactylidae,284.70358334
Pseudogonatodes furvus,R08682,lizard,Sphaerodactylidae,1703.30251367
Pseudogonatodes gasconi,R08683,lizard,Sphaerodactylidae,9.99116483
Pseudogonatodes guianensis,R08684,lizard,Sphaerodactylidae,3849387.15006057
Pseudogonatodes lunulatus,R08685,lizard,Sphaerodactylidae,48428.64475723
Pseudogonatodes manessi,R08686,lizard,Sphaerodactylidae,12059.91945454
Pseudogonatodes peruvianus,R08687,lizard,Sphaerodactylidae,34782.24345451
Pseudohaje goldii,R03684,snake,Elapidae,3465056.46911265
Pseudohaje nigra,R03685,snake,Elapidae,435885.50314100
Pseudoleptodeira latifasciata,R03199,snake,Dipsadidae,116695.18927816
Pseudonaja affinis,R03686,snake,Elapidae,449567.92425174
Pseudonaja aspidorhyncha,R03687,snake,Elapidae,1915532.40980712
Pseudonaja guttata,R03688,snake,Elapidae,737600.83888919
Pseudonaja inframacula,R03689,snake,Elapidae,63268.40674061
Pseudonaja ingrami,R03690,snake,Elapidae,184959.01711136
Pseudonaja mengdeni,R03691,snake,Elapidae,4894763.01468668
Pseudonaja modesta,R03692,snake,Elapidae,4849405.10576299
Pseudonaja nuchalis,R03693,snake,Elapidae,4412583.88727842
Pseudonaja textilis,R03694,snake,Elapidae,3189732.83976573
Pseudoplectrurus canaricus,R10887,snake,Uropeltidae,19.98232966
Pseudopus apodus,R00739,lizard,Anguidae,1920880.21255259
Pseudorabdion albonuchalis,R01724,snake,Colubridae,201945.65800604
Pseudorabdion ater,R01725,snake,Colubridae,104.22283833
Pseudorabdion collaris,R01726,snake,Colubridae,732630.89551136
Pseudorabdion eiselti,R01727,snake,Colubridae,44246.67396880
Pseudorabdion longiceps,R01728,snake,Colubridae,1368879.03257810
Pseudorabdion mcnamarae,R01729,snake,Colubridae,31461.56605933
Pseudorabdion modiglianii,R01730,snake,Colubridae,16.65751064
Pseudorabdion montanum,R01731,snake,Colubridae,86.29421366
Pseudorabdion oxycephalum,R01732,snake,Colubridae,28270.37162514
Pseudorabdion sarasinorum,R01733,snake,Colubridae,2232.11642667
Pseudorabdion saravacense,R01734,snake,Colubridae,109786.23324627
Pseudorabdion sirambense,R01735,snake,Colubridae,13.55931129
Pseudorabdion talonuran,R01736,snake,Colubridae,9.99116483
Pseudorabdion taylori,R01737,snake,Colubridae,8.63414889
